Binary,Compiler,Flags,N,M,T,Iterations,Section,Cycles,Performance,Cache Miss,Cache Access,Miss Rate,Variable
no_opt,icc,O2,2,64,4096,50,baum_welch,162662188,0.07498908719954019,350,2018,0.1734390485629336,0
no_opt,icc,O2,2,64,4096,50,forward_vars,18960171,0.18146671778434909,61,408,0.14950980392156862,0
no_opt,icc,O2,2,64,4096,50,backward_vars,13168535,0.21337650695388666,10,110,0.09090909090909091,0
no_opt,icc,O2,2,64,4096,50,update_initial,5981590,0.00273907104967074,40,76,0.5263157894736842,0
no_opt,icc,O2,2,64,4096,50,update_transition,10287238,0.015926529550497424,64,165,0.3878787878787879,0
no_opt,icc,O2,2,64,4096,50,update_emission,84054092,0.0686125786713632,12,119,0.10084033613445378,0
no_opt,icc,O2,4,64,4096,50,baum_welch,271549583,0.12576874036297084,364,2973,0.12243525058863101,0
no_opt,icc,O2,4,64,4096,50,forward_vars,27041836,0.4250220288296993,73,400,0.1825,0
no_opt,icc,O2,4,64,4096,50,backward_vars,24989112,0.4176462132788072,18,197,0.09137055837563451,0
no_opt,icc,O2,4,64,4096,50,update_initial,5996326,0.005464679538770907,39,102,0.38235294117647056,0
no_opt,icc,O2,4,64,4096,50,update_transition,23013565,0.02847711773469256,68,225,0.3022222222222222,0
no_opt,icc,O2,4,64,4096,50,update_emission,160056904,0.07206397044890984,12,637,0.018838304552590265,0
no_opt,icc,O2,8,64,4096,50,baum_welch,574134971,0.1855679629032735,415,4820,0.08609958506224066,0
no_opt,icc,O2,8,64,4096,50,forward_vars,67518114,0.6019807958498367,73,758,0.09630606860158311,0
no_opt,icc,O2,8,64,4096,50,backward_vars,69392261,0.5784622005615295,26,314,0.08280254777070063,0
no_opt,icc,O2,8,64,4096,50,update_initial,6788606,0.00965382289088511,56,153,0.3660130718954248,0
no_opt,icc,O2,8,64,4096,50,update_transition,74548246,0.03516434176063646,77,900,0.08555555555555555,0
no_opt,icc,O2,8,64,4096,50,update_emission,319070497,0.07229960844671891,21,1125,0.018666666666666668,0
no_opt,icc,O2,16,64,4096,50,baum_welch,1392497276,0.2671067867855563,473,21140,0.022374645222327343,0
no_opt,icc,O2,16,64,4096,50,forward_vars,214673434,0.7357875870192676,95,3489,0.02722843221553454,0
no_opt,icc,O2,16,64,4096,50,backward_vars,241087931,0.6526744634097839,32,2579,0.01240791004265219,0
no_opt,icc,O2,16,64,4096,50,update_initial,7407926,0.002211685159921954,58,550,0.10545454545454545,0
no_opt,icc,O2,16,64,4096,50,update_transition,277875165,0.03773550615795406,69,4587,0.015042511445389144,0
no_opt,icc,O2,16,64,4096,50,update_emission,614704350,0.07505615341749249,11,4766,0.0023080151070079733,0
no_opt,icc,O2,32,64,4096,50,baum_welch,4280663885,0.322614272482176,27120,210536,0.12881407455257057,0
no_opt,icc,O2,32,64,4096,50,forward_vars,888836657,0.7017981662743237,5142,44310,0.11604603926878808,0
no_opt,icc,O2,32,64,4096,50,backward_vars,1027951198,0.6060455177367282,5038,40359,0.12482965385663669,0
no_opt,icc,O2,32,64,4096,50,update_initial,7249522,0.0022600110738335575,814,6392,0.12734668335419275,0
no_opt,icc,O2,32,64,4096,50,update_transition,1092143960,0.03840431439093432,5579,44149,0.1263675281433328,0
no_opt,icc,O2,32,64,4096,50,update_emission,1227281826,0.07518622540084774,5078,36494,0.13914616101276922,0
no_opt,icc,O2,64,64,4096,50,baum_welch,14164130175,0.3750121897619456,824,4351332,0.00018936730178253464,0
no_opt,icc,O2,64,64,4096,50,forward_vars,3474048745,0.7139473064589944,322,783011,0.00041123304781158883,0
no_opt,icc,O2,64,64,4096,50,backward_vars,3862706021,0.6418028694190393,75,575066,0.00013041981268237037,0
no_opt,icc,O2,64,64,4096,50,update_initial,7494454,0.002186149918326272,58,152652,0.0003799491654220056,0
no_opt,icc,O2,64,64,4096,50,update_transition,4348685883,0.038579967492216316,147,1071930,0.00013713582043603593,0
no_opt,icc,O2,64,64,4096,50,update_emission,2436098373,0.07575612629006094,43,1355022,3.173380210801005e-05,0
no_opt,icc,O2,128,64,4096,50,baum_welch,54004541864,0.3855892053938747,11833,2663289233,4.44300222949161e-06,0
no_opt,icc,O2,128,64,4096,50,forward_vars,14932345450,0.662499506264771,3538,1061085967,3.3343198478092774e-06,0
no_opt,icc,O2,128,64,4096,50,backward_vars,16790511514,0.589064431524501,2614,849809885,3.0759821062801595e-06,0
no_opt,icc,O2,128,64,4096,50,update_initial,11730434,0.0013967087662741207,340,1737992,0.00019562805812684984,0
no_opt,icc,O2,128,64,4096,50,update_transition,17414560888,0.03853606440702348,3220,494171287,6.515959313516328e-06,0
no_opt,icc,O2,128,64,4096,50,update_emission,4809744123,0.07673978959400041,532,254914429,2.086974841271147e-06,0
no_opt,icc,O2,256,64,4096,50,baum_welch,240542090714,0.34276289836954227,431470,41499885604,1.0396896129236858e-05,0
no_opt,icc,O2,256,64,4096,50,forward_vars,92983075045,0.424969205082499,106037,30216154688,3.5092817433222693e-06,0
no_opt,icc,O2,256,64,4096,50,backward_vars,68401021825,0.5776433041758876,219801,7825391106,2.808818077239244e-05,0
no_opt,icc,O2,256,64,4096,50,update_initial,19943596,0.0008215168417972365,7363,5319319,0.001384199744365773,0
no_opt,icc,O2,256,64,4096,50,update_transition,69513663675,0.03861621468478873,74496,2550633389,2.9206863017349137e-05,0
no_opt,icc,O2,256,64,4096,50,update_emission,9572219815,0.0771187371651473,11735,899370208,1.3048019486987498e-05,0
no_opt,icc,O2,512,64,4096,50,baum_welch,1146923713133,0.2860749498750245,9816542,285321085703,3.44052455002164e-05,0
no_opt,icc,O2,512,64,4096,50,forward_vars,368559335779,0.42855923104525995,2737557,90417923455,3.027670726548428e-05,0
no_opt,icc,O2,512,64,4096,50,backward_vars,478786097133,0.3298817771062507,5829532,162067563293,3.5969763977143653e-05,0
no_opt,icc,O2,512,64,4096,50,update_initial,33813632,0.00048453830691716287,129540,11030296,0.011744018474209576,0
no_opt,icc,O2,512,64,4096,50,update_transition,279318988082,0.03844141894445,903482,29111073775,3.103568102581953e-05,0
no_opt,icc,O2,512,64,4096,50,update_emission,20170093327,0.07319723236102606,104742,3709893194,2.8233157808801327e-05,0
no_opt,icc,O2,1024,64,4096,50,baum_welch,6646137350657,0.1969635632738759,120844995768,1408104722823,0.08582102865597044,0
no_opt,icc,O2,1024,64,4096,50,forward_vars,2941757962478,0.2146943119997498,101985209571,307168789929,0.33201683541668797,0
no_opt,icc,O2,1024,64,4096,50,backward_vars,2542789396825,0.24837515611658248,18211574438,968880414080,0.018796514175893207,0
no_opt,icc,O2,1024,64,4096,50,update_initial,126929067,0.00012907996873560884,14575544,25335748,0.5752955862996427,0
no_opt,icc,O2,1024,64,4096,50,update_transition,1119556402044,0.038363116750157286,618144173,123712670231,0.00499661167967503,0
no_opt,icc,O2,1024,64,4096,50,update_emission,41811065823,0.07062221347095364,12615091,8313778194,0.001517371609589516,0
no_opt,icc,O2,64,2,4096,50,baum_welch,11571091381,0.44360027036243144,3886,1803302,0.0021549357789211127,1
no_opt,icc,O2,64,2,4096,50,forward_vars,3369722700,0.7360509943444308,1049,524342,0.0020006026600958918,1
no_opt,icc,O2,64,2,4096,50,backward_vars,3738255493,0.663169174135418,774,371728,0.0020821676064219,1
no_opt,icc,O2,64,2,4096,50,update_initial,7273955,0.002252419763388693,158,111923,0.001411684819027367,1
no_opt,icc,O2,64,2,4096,50,update_transition,4337016765,0.03868377022517689,782,433274,0.0018048625119439431,1
no_opt,icc,O2,64,2,4096,50,update_emission,81907817,0.07041047132290194,197,164302,0.0011990115762437463,1
no_opt,icc,O2,64,4,4096,50,baum_welch,11643532168,0.44133570113051623,11917,593566,0.020076958585902832,1
no_opt,icc,O2,64,4,4096,50,forward_vars,3382158851,0.7333445450874241,3470,132684,0.02615236200295439,1
no_opt,icc,O2,64,4,4096,50,backward_vars,3729275075,0.664766143055296,2779,147468,0.018844766322185152,1
no_opt,icc,O2,64,4,4096,50,update_initial,6951939,0.0023567525549346735,399,17845,0.02235920425889605,1
no_opt,icc,O2,64,4,4096,50,update_transition,4333573432,0.03871450723809957,2541,187908,0.013522574877067501,1
no_opt,icc,O2,64,4,4096,50,update_emission,158879946,0.07259780916592205,816,32719,0.024939637519484092,1
no_opt,icc,O2,64,8,4096,50,baum_welch,11841872583,0.43491776599535464,9470,2456409,0.0038552211785578055,1
no_opt,icc,O2,64,8,4096,50,forward_vars,3418547521,0.7255384717526061,2359,587128,0.004017863225736126,1
no_opt,icc,O2,64,8,4096,50,backward_vars,3737627301,0.6632806345717561,1988,469562,0.004233732712613031,1
no_opt,icc,O2,64,8,4096,50,update_initial,7256392,0.0022578714049626865,326,135582,0.0024044489681521145,1
no_opt,icc,O2,64,8,4096,50,update_transition,4333077081,0.03871894195828177,2646,591522,0.004473206406524187,1
no_opt,icc,O2,64,8,4096,50,update_emission,311738751,0.07400001419778576,744,364908,0.0020388700713604526,1
no_opt,icc,O2,64,16,4096,50,baum_welch,12194638857,0.42422817942086105,790,1745660,0.00045255089765475524,1
no_opt,icc,O2,64,16,4096,50,forward_vars,3473830377,0.7139921858078679,258,664749,0.00038811641687313555,1
no_opt,icc,O2,64,16,4096,50,backward_vars,3740074947,0.6628465587269955,108,144107,0.0007494431221245325,1
no_opt,icc,O2,64,16,4096,50,update_initial,7074505,0.002315921750002297,62,92769,0.0006683267039636086,1
no_opt,icc,O2,64,16,4096,50,update_transition,4336275426,0.03869038368597392,136,534055,0.0002546554193856438,1
no_opt,icc,O2,64,16,4096,50,update_emission,599237925,0.07699336453045758,32,148219,0.00021589674738056524,1
no_opt,icc,O2,64,32,4096,50,baum_welch,12824949389,0.40697601422713886,3379,8055090,0.00041948631238136383,1
no_opt,icc,O2,64,32,4096,50,forward_vars,3487832441,0.711125831288178,1071,4585830,0.00023354550866473462,1
no_opt,icc,O2,64,32,4096,50,backward_vars,3742863647,0.6623526908299366,600,2132158,0.00028140503658734484,1
no_opt,icc,O2,64,32,4096,50,update_initial,8184879,0.0020017400379406954,131,75368,0.001738138201889396,1
no_opt,icc,O2,64,32,4096,50,update_transition,4337804035,0.038676749490367424,595,810357,0.0007342442898623693,1
no_opt,icc,O2,64,32,4096,50,update_emission,1209584156,0.07628629024469465,361,271662,0.0013288571828227725,1
no_opt,icc,O2,64,64,4096,50,baum_welch,14178458031,0.37463322608046445,14859,1448020,0.010261598596704466,1
no_opt,icc,O2,64,64,4096,50,forward_vars,3479598325,0.7128086383361505,4284,337336,0.012699504351744256,1
no_opt,icc,O2,64,64,4096,50,backward_vars,3852998622,0.6434198532656522,3374,299384,0.01126980733773348,1
no_opt,icc,O2,64,64,4096,50,update_initial,7240021,0.0022629768615312026,405,50427,0.008031411743708727,1
no_opt,icc,O2,64,64,4096,50,update_transition,4362804560,0.03845511704516968,3162,353216,0.008952029353143685,1
no_opt,icc,O2,64,64,4096,50,update_emission,2438295866,0.07568785173833371,1822,226759,0.008034962228621576,1
no_opt,icc,O2,64,128,4096,50,baum_welch,16645863237,0.33018839400188205,18471,9449724,0.001954660263093398,1
no_opt,icc,O2,64,128,4096,50,forward_vars,3489567546,0.7107722407732411,5172,3082147,0.0016780510468838766,1
no_opt,icc,O2,64,128,4096,50,backward_vars,3891648550,0.6370297256158961,2774,1854111,0.0014961348053056155,1
no_opt,icc,O2,64,128,4096,50,update_initial,7565839,0.002165523215601072,298,346842,0.0008591808373841691,1
no_opt,icc,O2,64,128,4096,50,update_transition,4358553043,0.03849262779294344,3139,2351485,0.0013349011369411243,1
no_opt,icc,O2,64,128,4096,50,update_emission,4859116884,0.07596004805222134,3449,1142374,0.0030191513462316196,1
no_opt,icc,O2,64,256,4096,50,baum_welch,22228919558,0.26386210925348835,72191,348402798,0.0002072055689977553,1
no_opt,icc,O2,64,256,4096,50,forward_vars,3562241566,0.6962716306702037,20571,17623202,0.0011672680140646405,1
no_opt,icc,O2,64,256,4096,50,backward_vars,4400745444,0.5633354256788501,12729,139729921,9.109716737047322e-05,1
no_opt,icc,O2,64,256,4096,50,update_initial,7201990,0.002274926791067469,842,152000,0.005539473684210526,1
no_opt,icc,O2,64,256,4096,50,update_transition,4504252710,0.037247501594998206,9382,139708477,6.715412122057561e-05,1
no_opt,icc,O2,64,256,4096,50,update_emission,9714403563,0.07598999765787268,24430,49992310,0.0004886751582393373,1
no_opt,icc,O2,64,512,4096,50,baum_welch,33306834127,0.19826462880922252,1721,1399988768,1.229295576748513e-06,1
no_opt,icc,O2,64,512,4096,50,forward_vars,3812731795,0.6505277258821716,1019,66637060,1.5291791084420593e-05,1
no_opt,icc,O2,64,512,4096,50,backward_vars,5155389739,0.4808745669111865,90,526725845,1.7086687667661343e-07,1
no_opt,icc,O2,64,512,4096,50,update_initial,8947831,0.0018310582754636291,56,956660,5.853699328915184e-05,1
no_opt,icc,O2,64,512,4096,50,update_transition,4875395480,0.03441201040782029,162,529855917,3.057434951698388e-07,1
no_opt,icc,O2,64,512,4096,50,update_emission,19408014259,0.07607140989786512,89,273838692,3.2500885594355674e-07,1
no_opt,icc,O2,64,1024,4096,50,baum_welch,54961421087,0.14701152104873705,32477,3334982528,9.738281903226811e-06,1
no_opt,icc,O2,64,1024,4096,50,forward_vars,3927138948,0.6315762637487407,8140,84690908,9.611421334625435e-05,1
no_opt,icc,O2,64,1024,4096,50,backward_vars,5531251073,0.44819802523543845,704,905457654,7.775073708747952e-07,1
no_opt,icc,O2,64,1024,4096,50,update_initial,8531340,0.0019204486047912754,214,708817,0.0003019114947863835,1
no_opt,icc,O2,64,1024,4096,50,update_transition,6853508813,0.02447974673670271,3733,1568330128,2.3802386585281487e-06,1
no_opt,icc,O2,64,1024,4096,50,update_emission,38593861772,0.07650931729620955,16802,773583655,2.1719693650973015e-05,1
