Binary,Compiler,Flags,N,M,T,Iterations,Section,Cycles,Performance,Variable
no_opt,g++,O3,256,64,4096,50,update_transition,81644685812,1.1310045471989305,1
no_opt,g++,O3,256,64,4096,50,update_emission,15154030591,0.6721478922610419,1
no_opt,g++,O3,256,128,4096,50,baum_welch,317941937921,0.6030534048975987,1
no_opt,g++,O3,256,128,4096,50,forward_vars,106829433897,0.3703623232914191,1
no_opt,g++,O3,256,128,4096,50,backward_vars,88644773895,0.4457213453756534,1
no_opt,g++,O3,256,128,4096,50,update_initial,113484192,0.0,1
no_opt,g++,O3,256,128,4096,50,update_transition,90966280975,1.0151064890008823,1
no_opt,g++,O3,256,128,4096,50,update_emission,30841438655,0.6588227331835536,1
no_opt,g++,O3,256,256,4096,50,baum_welch,401541600045,0.5279717379326109,1
no_opt,g++,O3,256,256,4096,50,forward_vars,115810419504,0.34164066672458115,1
no_opt,g++,O3,256,256,4096,50,backward_vars,107791364461,0.3665494785743753,1
no_opt,g++,O3,256,256,4096,50,update_initial,111570930,0.0,1
no_opt,g++,O3,256,256,4096,50,update_transition,113424406256,0.814114633940306,1
no_opt,g++,O3,256,256,4096,50,update_emission,63805744714,0.6360826953735851,1
no_opt,g++,O3,256,512,4096,50,baum_welch,455573688098,0.5543252372197495,1
no_opt,g++,O3,256,512,4096,50,forward_vars,110102918156,0.3593510950540042,1
no_opt,g++,O3,256,512,4096,50,backward_vars,102246663694,0.3864271054481219,1
no_opt,g++,O3,256,512,4096,50,update_initial,97649994,0.0,1
no_opt,g++,O3,256,512,4096,50,update_transition,119963337556,0.7697394724441923,1
no_opt,g++,O3,256,512,4096,50,update_emission,122587111364,0.6617252756787131,1
no_opt,g++,O3,256,1024,4096,50,baum_welch,586926202466,0.5683892419683294,1
no_opt,g++,O3,256,1024,4096,50,forward_vars,110376125132,0.3584615589348065,1
no_opt,g++,O3,256,1024,4096,50,backward_vars,101691576048,0.3885363205832335,1
no_opt,g++,O3,256,1024,4096,50,update_initial,101210904,0.0,1
no_opt,g++,O3,256,1024,4096,50,update_transition,129488803997,0.7131159293674483,1
no_opt,g++,O3,256,1024,4096,50,update_emission,244703735613,0.6627832690159545,1
no_opt,g++,O3,256,256,2048,50,baum_welch,190956883719,0.555098099097504,2
no_opt,g++,O3,256,256,2048,50,forward_vars,53069778591,0.3727641118396314,2
no_opt,g++,O3,256,256,2048,50,backward_vars,50796700862,0.38890651289872347,2
no_opt,g++,O3,256,256,2048,50,update_initial,50629575,0.0,2
no_opt,g++,O3,256,256,2048,50,update_transition,55797072874,0.8274547524430054,2
no_opt,g++,O3,256,256,2048,50,update_emission,30964161788,0.6553567798132447,2
no_opt,g++,O3,256,256,4096,50,baum_welch,369085886642,0.5743994762948902,2
no_opt,g++,O3,256,256,4096,50,forward_vars,103101339102,0.38375402508455386,2
no_opt,g++,O3,256,256,4096,50,backward_vars,99264911486,0.39803455994188325,2
no_opt,g++,O3,256,256,4096,50,update_initial,94947606,0.0,2
no_opt,g++,O3,256,256,4096,50,update_transition,105847151063,0.8723953042443163,2
no_opt,g++,O3,256,256,4096,50,update_emission,60220021099,0.673957970560624,2
no_opt,g++,O3,256,256,8192,50,baum_welch,736692841478,0.5755564527291015,2
no_opt,g++,O3,256,256,8192,50,forward_vars,207480643405,0.38139317026087954,2
no_opt,g++,O3,256,256,8192,50,backward_vars,198870524294,0.39735542608203467,2
no_opt,g++,O3,256,256,8192,50,update_initial,203391140,0.0,2
no_opt,g++,O3,256,256,8192,50,update_transition,207629203203,0.8894818048472458,2
no_opt,g++,O3,256,256,8192,50,update_emission,121438877869,0.6684180498074329,2
no_opt,g++,O3,256,256,16384,50,baum_welch,1487589086038,0.5700629655119274,2
no_opt,g++,O3,256,256,16384,50,forward_vars,420828051631,0.37607763008814976,2
no_opt,g++,O3,256,256,16384,50,backward_vars,395154357129,0.3999578729848231,2
no_opt,g++,O3,256,256,16384,50,update_initial,447837396,0.0,2
no_opt,g++,O3,256,256,16384,50,update_transition,428208172220,0.8625851415844331,2
no_opt,g++,O3,256,256,16384,50,update_emission,240777621525,0.6742500629824676,2
no_opt,g++,O3,256,256,32768,50,baum_welch,2901089406351,0.5846222305693386,2
no_opt,g++,O3,256,256,32768,50,forward_vars,828065759245,0.38225043501931427,2
no_opt,g++,O3,256,256,32768,50,backward_vars,783545876930,0.4034105492143873,2
no_opt,g++,O3,256,256,32768,50,update_initial,823520623,0.0,2
no_opt,g++,O3,256,256,32768,50,update_transition,807213398614,0.9151646699353829,2
no_opt,g++,O3,256,256,32768,50,update_emission,477012951613,0.6806712605414115,2
no_opt,g++,O3,256,256,65536,50,baum_welch,5822996773767,0.5825325421792394,2
no_opt,g++,O3,256,256,65536,50,forward_vars,1647809394880,0.38418122591059856,2
no_opt,g++,O3,256,256,65536,50,backward_vars,1572883450233,0.40192537279500995,2
no_opt,g++,O3,256,256,65536,50,update_initial,1678005670,0.0,2
no_opt,g++,O3,256,256,65536,50,update_transition,1631681677140,0.9054875483217378,2
no_opt,g++,O3,256,256,65536,50,update_emission,960204758818,0.6762916615393333,2
